pid,skill_name,endorsement
174,Communication,0
174,University Teaching,0
178,Event Planning,12
178,Marketing Strategy,8
178,Photoshop,9
178,Social Media,13
178,Marketing,7
178,Advertising,6
178,Social Media Marketing,5
178,Research,5
178,Contemporary Art,3
178,Public Art,3
178,Art,2
178,Museums,2
178,Art Exhibitions,2
178,Web Design,2
178,Graphic Design,1
178,Photography,4
178,Cataloging,1
178,Editing,2
178,InDesign,6
178,Illustrator,2
178,Microsoft Office,7
178,HTML,1
178,CSS,1
178,PowerPoint,1
178,Fundraising,1
178,Public Speaking,1
178,Administrative Work,1
179,Web Design,21
179,Web Development,20
179,WordPress,14
179,SEO,9
179,Information Architecture,4
179,User Experience,3
179,User Interface Design,2
179,Content Management,1
179,Search Engine Optimization,0
179,HTML,6
179,jQuery,4
179,Photoshop,4
179,CMS,3
179,CSS,3
179,Wordpress,3
179,XHTML,1
179,PHP,1
179,MySQL,1
179,Dreamweaver,1
179,Adobe Fireworks,1
179,Flash,1
179,Content Management Systems,0
179,Custom Templates,1
179,Web Maintenance,0
179,Web Standards,0
179,PSD to Wordpress,0
182,HTML,8
182,SQL,7
182,Java,7
182,Software Development,2
182,Web Applications,1
182,Integration,1
182,Testing,1
182,Project Management,0
182,Programming,0
182,Automation,0
182,Mobile Applications,0
182,Technical Support,0
182,Software Quality Assurance,0
182,Linux System Administration,0
182,MySQL,7
182,JavaScript,5
182,Linux,4
182,PHP,4
182,Python,3
182,Cascading Style Sheets (CSS),2
182,CSS,1
182,XML,1
182,Microsoft SQL Server,1
182,C,1
182,Git,0
182,AJAX,0
182,Ruby,0
182,iOS,0
182,Customer Service,3
182,Leadership,0
182,Conflict Resolution,0
182,Version Control,1
182,Networking,0
182,full stack engineering,0
182,Seeing the Bigger Picture,0
182,active listening,0
185,Software Engineering,47
186,Teaching,17
186,Curriculum Development,11
186,Elementary Education,7
186,Literacy,6
186,Event Planning,6
186,Curriculum Design,5
186,Editing,4
186,Strategic Planning,2
186,Data Management,1
186,Event Management,1
186,Database Design,0
186,Small Business,0
186,Mentoring,5
186,Training,4
186,Fundraising,4
186,Non-profit Leadership,0
187,E-Learning,19
187,Project Management,16
187,Instructional Design,14
187,Curriculum Development,13
187,Curriculum Design,6
187,Research,6
187,Entrepreneurship,5
187,Program Management,5
187,online education,3
187,Consulting,3
187,Business Strategy,3
187,Analysis,3
187,instructional design,2
187,Science,2
187,Adult Education,2
187,Data Analysis,2
187,Blogging,1
187,Technical Writing,1
187,Higher Education,1
187,Program Development,1
187,Editing,1
187,Technical Training,1
187,Multimedia,1
187,Educational Technology,5
187,SaaS,2
187,Enterprise Software,1
187,Staff Development,5
187,Leadership,5
187,Public Speaking,2
187,Teaching,2
187,Qualitative Research,2
187,Training Delivery,2
187,Coaching,1
187,University Teaching,1
187,Marketing Research,9
187,Workshop Facilitation,1
189,Collaboration,1
189,Diversity & Inclusion,1
189,Culture,1
189,Strategy,21
189,Software Design,1
189,System Architecture,0
189,Project Management,3
189,Product Management,25
189,User Experience,26
189,Product Design,1
189,User Interface Design,11
189,Programming,3
189,CRM,1
189,Web Analytics,14
189,Event Management,0
189,Gallery Administration,0
189,Curating,1
189,Contemporary Art,0
189,Visual Arts,2
189,Music Production,0
189,Sound Design,0
189,Social Media,10
189,Start-ups,0
189,Integration,5
189,Learning Management Systems,0
189,Applicant Tracking Systems,0
189,Google Apps,3
189,Google Analytics,12
189,Culture Change,1
189,Creative Problem Solving,2
189,Cross-functional Team Leadership,5
189,Career Development,0
189,Career Counseling,0
189,Leadership,11
189,Creativity,2
189,Futurism,1
189,Logic,1
189,Discrete Mathematics,0
189,Computer Architecture,0
189,Large Scale System Integration,0
189,Google API,2
189,Technology,0
189,Experiential Learning,0
189,Instructional Technology,0
189,Custom CMS Development,0
189,Foundations,0
189,Musicians,0
189,Listening to Music,0
189,Social Listening,0
189,Networking,5
191,LaTeX,2
191,R,2
191,Mathematics,2
191,Data Analysis,2
191,Statistics,2
191,Data Mining,1
191,Mathematica,2
191,Matlab,2
191,University Teaching,1
192,Ruby on Rails,0
192,Software Development,0
192,Agile Methodologies,0
192,User Experience,0
192,Web Development,0
192,Network Security,0
192,Video Editing,0
192,Photography,0
192,Network Administration,0
192,Linux System Administration,0
192,Agile & Waterfall Methodologies,0
192,JavaScript,0
192,HTML,0
192,Git,0
192,CSS,0
192,Ruby,0
192,SASS,0
192,HTML 5,0
192,jQuery,0
192,Linux,0
192,Django,0
192,Java,0
192,Python,0
192,Amazon Web Services (AWS),0
192,Node.js,0
192,PHP,0
192,Adobe Premiere Pro,0
192,Adobe Photoshop,0
192,Three.js,0
192,AWS,0
192,Microsoft Office,0
192,MySQL,0
192,C#,0
192,Food Slumming,0
192,Raspberry Pi,0
192,Email Campaigning,0
192,JavaScript Libraries,0
192,WebVR,0
192,AFrame,0
192,Virtual Reality,0
192,Creative Concept Design,0
192,Interactive Creative Direction,0
192,Interactive Web,0
192,Interactive Video,0
192,p,0
192,Adobe C,0
192,Agile Web Development,0
192,Agile Application Development,0
192,GruntJS,0
192,Unity3D,0
196,JavaScript,11
196,CSS,10
196,HTML 5,4
196,Software Engineering,4
196,Web Development,2
196,User Experience,2
196,User Interface Design,1
196,Algorithms,3
196,Android Development,0
196,Test Driven Development,0
196,jQuery,3
196,Java,2
196,Ruby on Rails,1
196,Backbone.js,0
196,Ruby,1
196,Git,1
196,Github,0
196,Adobe Creative Suite,0
196,Linux,0
196,HTML5,1
196,Marionette.js,0
196,Agile Application Development,0
196,Cucumber,0
196,RSpec,0
196,Heroku,0
197,Healthcare,3
197,Management,2
197,Qigong,2
197,Healing,2
197,Project Management,2
197,Medicine,2
197,Wellness,1
197,SDLC,0
197,Research,0
197,Data Analysis,0
197,Software Documentation,0
197,HTML,1
197,Oracle,0
197,Windows,0
197,Microsoft Office,0
197,Databases,0
197,Access,0
197,Microsoft Excel,0
197,Teaching,1
197,Public Speaking,1
197,Leadership,0
202,Java,19
202,Program Management,18
202,Scalability,12
202,Editing,12
202,Security,12
202,Technical Writing,10
202,E-Learning,9
202,Agile Methodologies,8
202,Cloud Computing,7
202,Video,6
202,Distributed Systems,6
202,Agile Project Management,6
202,Software Engineering,6
202,Content Management,5
202,Software Development,5
202,Product Management,4
202,Software Documentation,3
202,Wireless Networking,0
202,Privacy,0
202,Incident Management,0
202,Android,10
202,Linux,5
202,Enterprise Software,4
202,HTML,4
202,Team Leadership,8
202,Data Privacy,1
204,Music,31
204,Composition,25
204,Recording,16
204,Music Theory,12
204,Research,9
204,Performing Arts,7
204,Festivals,7
204,Social Media,6
204,Sound,6
204,Music Education,5
204,Blogging,3
204,Nonprofits,2
204,Theatre,2
204,Non-profits,1
204,Improvisation,7
204,Teaching,5
204,Public Speaking,1
204,Computer Music,4
204,Bass Guitar,3
204,Synthesizers,2
204,Music Festivals,1
204,Social Networking,8
207,Editing,18
207,Research,18
207,ArcGIS,9
207,Copy Editing,8
207,Nonprofits,7
207,Grant Writing,6
207,Publications,4
207,Blogging,3
207,Press Releases,2
207,Translation,2
207,History,2
207,Proofreading,2
207,Nonprofit Organizations,1
207,Newsletters,0
207,Data Analysis,0
207,HTML 5,7
207,HTML5,3
207,QuickBooks,3
207,Quickbooks,1
207,Adobe Creative Suite,1
207,Photoshop,1
207,QGIS,0
207,Teaching,5
207,Community Outreach,5
207,FileMaker,3
207,Quicken,1
207,Filemaker Pro,1
207,Editorial,1
209,API Development,3
209,Agile Methodologies,7
209,Java,10
209,E-commerce,9
209,Scrum,5
209,Cloud Computing,3
209,Integration,4
209,Web Applications,5
209,Ruby on Rails,7
209,Enterprise Software,8
209,MongoDB,4
209,Spring Framework,0
215,Algorithms,7
215,Computer Science,4
215,Programming,3
215,Simulations,2
215,Distributed Systems,1
215,Embedded Systems,3
215,Operating Systems,2
215,Unix,1
220,Enterprise Software,19
220,SaaS,15
220,Cloud Computing,9
220,CRM,7
220,Business Intelligence,7
220,Product Management,3
220,ERP,3
220,Agile Methodologies,2
220,Software Development,1
220,Requirements Analysis,1
220,Integration,1
220,Software Industry,0
220,Management,1
221,Java,3
221,Android Development,2
221,Ruby on Rails,2
221,Nonprofits,2
221,Curriculum Development,1
221,Editing,2
221,Ruby,1
221,Git,1
221,MySQL,1
221,JavaScript,1
221,Bash,0
221,Android SDK,1
221,Github,1
221,jQuery,1
221,HTML,0
221,Eclipse,1
221,Teaching,8
221,Community Outreach,3
221,Tutoring,4
221,Spanish,3
221,Back-end Development,0
221,HAML,0
221,CoffeeScript,0
221,Coding Experience,1
221,Haskell,1
221,Scheme,1
222,Java,8
222,Ruby on Rails,8
222,CSS,7
222,Computer Science,6
222,Algorithms,6
222,Software Development,5
222,Research,6
222,Higher Education,1
222,Editing,1
222,Literature,1
222,HTML,7
222,Educational Technology,1
222,Cascading Style Sheets (CSS),1
222,University Teaching,3
222,Teaching,3
222,Public Speaking,4
222,Lecturing,0
222,German,4
222,Literature Teaching,1
222,Digital Humanities Teaching,2
222,German Language Teaching,2
222,Editing and Translating,1
222,German Intellectual History,1
222,German Teaching,2
222,Philosophy,1
222,Digital Humanities,1
222,Object Oriented Software,1
223,Data Analysis,8
223,Statistics,9
223,R,4
223,Quantitative Research,7
223,Computer Science,4
223,Research Design,1
223,Research,3
223,Machine Learning,1
223,Privacy,0
223,Sociology,2
223,Human Computer Interaction,0
223,Python,1
223,SQL,2
223,pandas,0
223,PL/SQL,1
223,SAS,3
223,Java,1
223,Teaching,1
223,Qualitative Research,3
223,Data Science,1
223,Healthcare Analytics,1
223,Social Network Analysis,0
223,Scikit-Learn,0
231,Economics,3
231,Microsoft Excel,2
231,PowerPoint,2
231,Social Media,2
231,International Trade,1
231,Cpr Certified,1
231,Mathematics,0
231,First Aid Certified,0
231,Microsoft Word,1
231,Microeconomics,1
231,Organization,0
233,CAPA,20
233,Change Control,15
233,LIMS,11
233,21 CFR Part 11,8
233,GMP,6
233,Sop,5
233,FDA,5
233,Biotechnology,4
233,Validation,3
233,Biopharmaceuticals,3
233,Quality System,2
233,Quality Assurance,2
233,Quality Auditing,2
233,Microbiology,1
233,V&V,1
233,HPLC,1
233,Cell Culture,1
233,GLP,1
233,Quality Control,1
233,ISO 13485,1
233,Pharmaceutical Industry,1
233,Technology Transfer,1
233,Medical Devices,1
233,Chromatography,1
233,SOP,1
233,Deviations,5
233,Aseptic Processing,4
233,GAMP,3
233,GxP,2
233,Aseptic Technique,2
233,Trackwise,1
233,Environmental Monitoring,1
233,Computer System Validation,1
237,Programming,6
237,ATDD,2
237,User Interface,6
237,Game Development,2
237,Game Design,1
237,Software Development,2
237,User Interface Design,1
237,Agile,0
237,Responsive Web Design,0
237,Rapid Prototyping,0
237,Java,5
237,JavaScript,4
237,C#,0
237,AngularJS,2
237,HTML 5,4
237,CSS,3
237,SASS,1
237,jQuery,1
237,HTML,3
237,Android,3
237,Angular 2,2
237,Spring Boot,2
237,Spring Cloud,2
237,Node.js,2
237,Microsoft Office,1
237,Oracle Database,1
237,PostgreSQL,1
237,MySQL,0
237,Eclipse,2
237,NetBeans,0
237,Visual Studio,0
237,OS X,3
237,Windows,0
237,JSF,0
237,JPA,0
237,Bootstrap,0
237,JUnit,0
237,Vue,0
237,TypeScript,2
237,Gulp.js,1
237,Microservices,2
237,Netflix OSS,2
237,Webstorm,1
237,Gimp,0
237,Jasmine Framework,0
237,Firebase,0
238,Business Analysis,22
238,Equities,19
238,Middle Office,11
238,Program Management,10
238,Strategy,9
238,Project Management,8
238,Emerging Markets,6
238,Derivatives,4
238,Investment Banking,2
238,Bonds,1
238,Risk Management,1
238,Fixed Income,1
238,Trading,1
238,Business Process Improvement,0
238,Data Analysis,0
238,Six Sigma,0
238,SQL,3
238,Trading Systems,2
238,Problem Solving,1
238,Team Building,0
238,Prime Brokerage,6
238,Relational Data Modeling,0
238,Operating Models,0
238,Application Re-engineering,0
239,Video Production,2
239,Final Cut Pro,0
239,Photoshop,0
239,Film,0
239,Editing,0
239,Film Production,0
239,Writing,0
239,Post Production,0
239,Television,0
239,Creative Writing,0
239,Social Media,0
239,Video,0
239,InDesign,0
239,After Effects,0
244,Online Advertising,31
244,Digital Media,20
244,Email Marketing,20
244,Digital Strategy,13
244,Marketing,11
244,Digital Marketing,11
244,E-commerce,10
244,Public Relations,10
244,SEM,7
244,Content Strategy,7
244,Start-ups,4
244,Mobile Applications,3
244,Event Management,3
244,Online Marketing,1
244,Web Development,1
244,CMS,2
244,Website Development,1
248,Java,17
248,HTML,12
248,CSS,9
248,GraphQL,0
248,TypeScript,0
250,Security,26
250,Databases,15
250,Technical Writing,11
250,Program Management,14
250,Analysis,13
250,Information Security,12
250,System Administration,13
250,Programming,3
250,SDLC,4
250,Information Assurance,4
250,Data Analysis,2
250,DoD,1
250,Business Intelligence,1
250,Software Development Life Cycle (SDLC),2
250,Integration,2
250,Business Analysis,3
250,IT Management,4
250,Linux,4
250,Java,5
250,Visio,5
250,HTML,2
250,Perl,2
250,JavaScript,2
250,C,1
250,C++,1
250,PHP,1
250,Unix,2
250,Public Speaking,6
250,Team Leadership,5
250,Networking,6
254,Interaction Design,8
254,User Interface,7
254,Usability Testing,6
254,Usability,5
254,User-centered Design,4
254,Nonprofits,2
254,Web Development,1
254,User Experience,1
254,Non-profits,0
254,Persona,3
254,Usability Engineering,1
259,Test Automation,13
259,Agile Methodologies,12
259,Distributed Systems,8
259,Software Engineering,8
259,Software Quality Assurance,4
259,Python,3
259,Selenium,2
261,Testing,8
261,Enterprise Software,7
261,Storage,7
261,Quality Assurance,6
261,NAS,5
261,TCP/IP,4
261,Software Engineering,4
261,Agile Methodologies,4
261,Test Automation,4
261,Shell Scripting,4
261,Security,3
261,Start-ups,2
261,Software Development,2
261,Web Applications,1
261,Network-Attached Storage (NAS),1
261,Internet Protocol Suite (TCP/IP),1
261,Perl,5
261,Unix,5
261,Operating Systems,4
261,Solaris,4
261,Linux,3
261,Databases,3
261,C,2
261,Java,2
261,Windows,1
261,Management,1
261,File Systems,4
261,Networking,4
261,Netbackup,1
270,Software Development,30
270,Agile Methodologies,24
270,XML,21
270,Web Services,15
270,Business Intelligence,9
270,Software Engineering,2
270,Scrum,6
270,Algorithms,1
270,Cloud Computing,6
270,Strategic Planning,4
270,SDLC,2
270,SAS programming,1
270,Software Development Life Cycle (SDLC),1
270,Java,15
270,JavaScript,4
270,AJAX,0
270,jQuery,0
270,JSON,0
270,COBOL,8
270,JCL,3
270,C,1
270,Visual Basic,12
270,SQL,15
270,Microsoft SQL Server,19
270,MySQL,4
270,Unix,25
270,Linux,5
270,Enterprise Software,20
270,SaaS,4
270,Subversion,2
270,Tomcat,2
270,Python,0
270,Eclipse,6
270,Hibernate,1
270,HP Quality Center,0
270,DHTML,0
270,CICS,4
270,IBM Mainframe,3
270,Microfocus,0
270,SCLM,0
270,Putty,0
271,User Experience,57
271,Design Strategy,4
271,Interaction Design,32
271,Information Architecture,32
271,Usability Testing,20
271,User-centered Design,16
271,Experience Design,9
271,Usability,15
271,User Experience Design,21
271,Wireframes,26
271,Enterprise Software,7
271,User Research,15
271,Persona,6
272,Bodywork,34
272,Therapeutic Massage,28
272,Myofascial Release,25
272,Sports Injuries,18
272,Back Pain,13
272,Wellness,13
272,Pain Management,12
272,Deep Tissue Massage,6
272,Headaches,5
272,Pilates,20
272,Trigger Point Therapy,16
272,Stretching,16
272,Injury,8
272,Neck Pain,8
272,Shoulder Pain,5
272,Neuromuscular Therapy,4
272,Wellbeing,6
279,Data Analysis,9
279,Research,5
279,Ruby on Rails,2
279,Analysis,2
279,Android Development,1
279,Process Improvement,0
279,Java,2
279,Python,1
279,Ruby,1
279,MySQL,1
279,Public Speaking,2
279,Qualitative Research,2
279,Negotiation,0
279,Teaching,0
279,Operational Process Analysis,0
279,Agile Methodolgy,0
284,Python,10
284,Django,7
284,JavaScript,6
284,Backbone.js,3
284,Node.js,2
284,PostgreSQL,2
284,Java,8
284,Git,6
284,Meteor.js,2
284,MongoDB,1
284,jQuery,3
284,HTML5,3
284,D3.js,0
284,CSS,1
284,Redis,1
284,Splunk,1
287,Sales,16
287,Luxury Goods,9
287,Management,8
287,Marketing Strategy,8
287,Fashion,3
287,Luxury,3
287,Public Relations,3
287,Marketing,2
287,Retail,2
287,Textiles,1
287,New Business Development,3
290,Virtualization,3
290,Integration,3
290,Java,3
290,System Administration,3
290,Technical Support,3
290,Project Management,2
290,Software Development,2
290,Programming,1
290,Software Documentation,1
290,Testing,1
290,Project Planning,0
290,Agile Methodologies,0
290,Perl,3
290,Linux,2
290,Unix,2
290,Databases,0
290,Python,0
290,Citrix,0
292,Agile Methodologies,8
292,Management,6
292,Business Analysis,4
292,Analytics,2
292,Data Warehousing,1
292,Agile Project Management,1
292,E-commerce,1
292,Strategy,0
292,Business Strategy,0
292,Leadership,1
292,Team Management,0
292,Engineering and Product Management,0
297,XML,17
297,Software Development,15
297,SQL,9
297,Agile Methodologies,1
297,Web Applications,1
297,Customer Relationship Management (CRM),1
297,Cloud Computing,0
297,Web Development,0
297,Consulting,0
297,Software as a Service (SaaS),1
297,Enterprise Software,0
297,Java,0
297,JavaScript,0
299,Web Development,4
299,WordPress,3
299,PHP,1
299,Mathematics,2
299,Web Design,1
299,JavaScript,3
299,HTML,2
299,jQuery,1
299,CSS,1
299,Adobe Creative Suite,0
299,Balsamiq,0
299,React.js,1
299,AngularJS,1
299,Redux,1
299,Git,1
299,Problem Solving,1
299,Axure,0
305,Software Development,19
305,Agile Methodologies,13
305,Analytics,11
305,Business Intelligence,9
305,Database Design,6
305,SOA,5
305,Scrum,4
305,Product Development,4
305,Mobile Applications,3
305,Agile Project Management,2
305,Tableau,9
305,SaaS,7
305,Enterprise Software,6
305,Microsoft SQL Server,5
305,Tablets,1
306,Military,93
306,Army,84
306,Leadership,77
306,Medicine,59
306,Healthcare,39
306,Military Operations,35
306,Combat,28
306,ACLS,25
306,DoD,19
306,BLS,17
306,Program Management,17
306,Family Medicine,14
306,Emergency Medicine,12
306,Cpr Certified,11
306,Clinical Research,10
306,Hospitals,9
306,Healthcare Management,6
306,Wellness,5
306,Public Health,4
306,Advanced Cardiac Life Support (ACLS),4
306,PALS,3
306,CPR Certified,3
306,Yoga,2
306,U.S. Department of Defense,2
306,Cardiopulmonary Resuscitation (CPR),1
306,HIPAA,0
306,Nutrition,0
306,Command,0
306,EMR,3
306,Training,42
306,Leadership Development,17
306,Organizational Leadership,15
306,Public Speaking,14
306,Mentoring,12
306,Team Building,11
306,Coaching,1
306,Mentorship,1
306,Urgent Care,19
306,Military Medicine,6
306,ATLS,6
306,Peer Mentoring,0
306,Military Experience,52
306,Security Clearance,25
307,Testing,38
307,Web Services,34
307,Test Automation,30
307,Software Development,25
307,Software Design,24
307,Agile Project Management,15
307,Scrum,14
307,Software Engineering,14
307,Object Oriented Design,3
307,Agile Methodologies,3
307,Project Management,3
307,Program Management,3
307,Software Project Management,1
307,SharePoint,28
307,C#,20
307,XML,11
307,SQL,7
307,Java,7
307,JavaScript,5
307,Visual Studio,4
307,ASP.NET,1
307,Leadership,17
307,Communication,2
307,Management,1
307,Collaboration,2
307,Customer Oriented,2
308,Databases,38
308,SDLC,28
308,Microsoft SQL Server,23
308,Database Design,16
308,Data Warehousing,13
308,Agile Methodologies,13
308,Software Development,12
308,Software Project Management,12
308,Business Intelligence,11
308,Shell Scripting,3
308,T-SQL,19
308,SQL,18
308,SSIS,8
308,XML,7
308,.NET,6
308,SaaS,4
308,Operating Systems,1
308,Windows,1
308,SQL Tuning,3
309,JavaScript,10
309,HTML,3
309,CSS,2
309,Agile Methodologies,2
309,User Interface,2
309,Computer Science,1
309,User Experience,0
309,Web Development,0
309,Data Visualization,0
309,Design Patterns,0
309,jQuery,2
309,Git,2
309,Linux,2
309,Backbone.js,1
309,SQL,1
309,Cascading Style Sheets (CSS),1
310,Project Management,15
310,MS Project,11
310,Management,11
310,Budgets,10
310,Software Documentation,7
310,Analysis,6
310,Product Development,4
310,Content Management,4
310,Project Coordination,3
310,Program Management,3
310,Editing,3
310,Publishing,3
310,Project Planning,2
310,Social Media,1
310,Content Development,1
310,Budgeting,0
310,Budget Management,0
310,Scheduling,0
310,Microsoft Office,6
310,Adobe Acrobat,5
310,Process Scheduler,4
310,Microsoft Excel,4
310,Mac,4
310,InDesign,3
310,Adobe Creative Suite,3
310,Microsoft Word,1
310,PowerPoint,1
310,Cross-functional Team Leadership,5
310,Training,4
310,Leadership,1
310,Schedule Development,0
310,Books,2
312,Python,1
312,Apache Spark,1
312,SQL,1
312,PostgreSQL,0
312,Java,5
312,HTML,5
312,CSS,2
312,JavaScript,0
312,PHP,0
312,Ruby,0
312,Airflow,1
314,Java,15
314,JavaScript,13
314,PHP,7
314,Algorithms,7
314,Software Development,5
314,Python,5
314,jQuery,3
314,Perl,3
314,SQL,3
314,HTML,3
314,C,2
314,LaTeX,2
314,C++,2
314,Ruby on Rails,2
314,Git,1
314,Wordpress,0
314,JUnit,0
314,MATLAB,0
314,Hadoop,0
314,Android SDK,0
314,Lisp,0
314,Google App Engine,0
314,HTML/XML,1
315,PMP,32
315,Program Management,29
315,Vendor Management,29
315,Project Management,18
315,Integration,14
315,Data Center,13
315,Business Analysis,10
315,Software Project Management,10
315,Software Documentation,7
315,Resource Management,6
315,Process Improvement,6
315,Pre-sales,4
315,Software Development,3
315,Change Management,2
315,Agile Methodologies,2
315,ITIL,2
315,Cloud Computing,2
315,Disaster Recovery,2
315,Testing,2
315,Business Process Improvement,1
315,Scheduling,0
315,SaaS,9
315,Software as a Service (SaaS),3
315,MS Project,0
315,Management,3
318,R,15
318,Analytics,12
318,Data Analysis,10
318,Data Mining,17
318,Business Intelligence,7
318,Statistics,6
318,Analysis,5
318,Programming,4
318,Research,2
318,Data Collection,1
318,SQL,23
318,Databases,18
318,Ruby,15
318,MySQL,7
318,Linux,3
318,SQLite,0
318,XML,0
318,PostgreSQL,0
318,Teaching,2
318,Shiny,0
318,Data Warehouse Architecture,1
318,Preparation,0
318,PostGIS,0
318,Multidimensional modeling for analytical databases.,0
319,Project Management,35
319,Strategic Planning,12
319,Program Management,14
319,User Experience,28
319,E-commerce,28
319,Process Improvement,17
319,SEO,16
319,Information Architecture,15
319,Email Marketing,9
319,Web Project Management,9
319,Web Development,7
319,Agile Project Management,4
319,Web Design,5
319,Graphic Design,5
319,Social Media,5
319,Online Advertising,4
319,Software Implementation,4
319,Budgets,3
319,User Interface Design,3
319,Business Analysis,2
319,Business Development,2
319,Vendor Management,1
319,Account Management,2
319,Web Analytics,1
319,Advertising,1
319,Social Media Marketing,1
319,Budget Management,1
319,Marketing Communications,1
319,Content Management,1
319,CMS,2
319,HTML,1
319,Photoshop,2
319,Team Leadership,7
319,Management,25
319,Coaching,7
319,Problem Solving,8
319,Training,7
319,Relationship Building,2
319,Inter-personal,2
319,Diversity & Inclusion,0
319,IT Project & Program Management,3
319,Web Technologies,4
319,Web Architecture,3
319,Software Implementation Management,2
319,Web Technologies Development,2
319,Web Content Management,2
321,Training,17
321,Customer Service,12
321,Outlook,10
321,Research,4
321,Blogging,2
321,Data Analysis,1
321,Microsoft Office,8
321,PowerPoint,6
321,Microsoft Excel,4
321,WordPress,1
321,Staff Development,8
321,Teaching,3
322,Game Design,16
322,Video Games,11
322,Mobile Games,11
322,Programming,7
322,Game Development,4
322,Quality Assurance,3
322,User Interface Design,2
322,Mobile Devices,3
322,iOS development,0
322,Game Writing,0
322,Art,0
322,2D,0
322,3D,0
322,Modeling,0
322,JavaScript,8
322,Python,4
322,HTML,6
322,ActionScript,3
322,SQL,4
322,Ruby on Rails,3
322,Objective-C,2
322,Ruby,2
322,jQuery,4
322,CSS,4
322,Flash,1
322,Maya,1
322,C++,2
322,Java,0
322,Photoshop,0
322,Illustrator,0
322,Git,0
322,JIRA,0
322,Problem Solving,0
322,Tutoring,0
322,Level Design,2
322,Lua,2
322,Puzzles,0
322,Prototyping,0
322,Gameplay Programming,0
323,Curriculum Design,1
323,iOS Development,3
323,Teaching,9
323,Research,13
323,Biology,2
323,Algorithms,3
323,Genomics,0
323,Bioinformatics,9
323,Laboratory Skills,0
323,Statistics,14
323,Data Analysis,15
323,Curriculum Development,1
323,Science,10
323,Ecology,2
323,Git,2
323,Objective-C,1
323,Python,2
323,R,1
323,Public Speaking,2
323,Phylogenetics,2
323,Evolutionary Biology,1
323,Experimental Design,1
323,DNA Sequencing,0
328,SAP Basis,1
328,SAP Netweaver,2
328,SAP Implementation,2
328,Programming,1
328,Software Engineering,6
328,Mathematics,2
328,Computer Science,1
328,Data Analysis,1
328,Databases,1
328,Java,9
328,JavaScript,5
328,Eclipse,2
328,CSS,1
328,ActionScript,1
328,HTML,1
328,Microsoft Excel,1
328,Microsoft Office,5
328,Microsoft Word,1
328,PowerPoint,1
329,Psychology,10
329,Psychotherapy,5
329,Post Traumatic Stress,5
329,Treatment,2
329,Patient Education,2
329,Adult Education,1
329,Case Management,2
329,Social Media,3
329,Photography,3
329,Web Design,3
329,User Interface Design,3
329,Marketing Strategy,3
329,Fine Art,3
329,Blogging,2
329,Clinical Psychology,2
329,Mental Health,3
329,Counseling Psychology,4
329,Photoshop,2
329,Final Cut Pro,1
329,Group Therapy,7
329,Intercultural Communication,3
329,Teamwork,3
329,Community Outreach,2
329,CBT,2
329,Motivational Interviewing,2
329,Mindfulness,4
329,Hakomi,3
329,Existential Therapy,3
329,Somatic Psychology,3
329,Psychodynamic Psychotherapy,4
329,Art Therapy,5
329,Play Therapy,2
329,Dual Diagnosis,2
330,Community Outreach,17
330,Teaching,12
330,Public Speaking,8
330,Curriculum Development,8
330,Grant Writing,5
330,Curriculum Design,4
330,Social Media,3
330,Research,3
330,Nonprofits,3
330,Editing,3
330,Non-profits,2
330,Event Planning,1
330,Higher Education,1
330,Creative Writing,1
330,Program Development,1
330,Writing,1
330,Program Evaluation,0
330,Literacy,0
330,Elementary Education,0
330,Literature,0
330,Microsoft Office,2
330,Microsoft Word,0
330,Microsoft PowerPoint,0
330,Educational Technology,0
330,Fundraising,4
330,Tutoring,3
330,Staff Development,3
330,Volunteer Management,1
330,Classroom,0
330,Management,0
330,Teaching Writing,0
331,Library Instruction,6
331,Digital Libraries,5
331,Library Science,5
331,Collection Development,4
331,Library Management,3
331,Library,3
331,Information Literacy,3
331,Archives,1
331,Community Outreach,2
331,Library 2.0,2
331,Virtual Reference,2
331,Libraries,6
332,JavaScript,19
332,jQuery,18
332,MySQL,17
332,Web Development,11
332,PHP,12
332,HTML,10
332,Ruby,10
332,AJAX,7
332,Ruby on Rails,5
332,JSON,3
332,CSS,2
332,XHTML,2
332,XML,2
332,Flash,2
332,LAMP,1
332,Apache,1
332,Photoshop,1
332,HTML5,1
332,ActionScript,0
332,Subversion,0
332,Redis,1
334,Student Affairs,5
334,Training,3
334,Leadership,3
334,Program Management,3
334,Data Entry,2
334,Research,2
334,Project Planning,2
334,Higher Education,2
334,Project Management,1
334,Healthcare,1
334,Budgets,1
334,Program Development,1
334,Nonprofits,1
334,Administrative Assistance,1
334,Editing,1
334,Administrative Assistants,0
334,Microsoft Office,3
334,Process Scheduler,2
334,Management,2
334,Public Speaking,2
334,Community Outreach,1
334,Teaching,1
334,Policy,4
335,Negotiation,3
335,Customer Service,2
335,Real Estate,1
335,Property Management,1
335,Information Technology,0
335,Technical Support,0
335,Data Analysis,0
335,Report Writing,0
335,Marketing,0
335,Bookkeeping,0
335,Tax Preparation,0
335,Data Management,0
335,Educational Technology,0
335,Microsoft Office,0
335,Microsoft SQL Server,0
335,Microsoft Exchange,0
335,Cross-functional Team Leadership,0
335,Supervisory Skills,0
335,Higher Education Administration,0
335,Department Budgeting,0
335,Highly detail oriented,0
335,Workflow,0
340,Software Development,54
340,Web Applications,28
340,Java,27
