pid,skill_name,endorsement
340,Agile Methodologies,26
340,Testing,24
340,Test Automation,21
340,Cloud Computing,17
340,Integration,11
340,Software Engineering,8
340,Test Driven Development,7
340,Software Quality Assurance,6
340,Start-ups,6
340,Scrum,6
340,Test Planning,5
340,Continuous Integration,4
340,Scalability,4
340,Regression Testing,3
340,Distributed Systems,3
340,Quality Assurance,3
340,Debugging,2
340,Design Patterns,2
340,Wireless,1
340,System Administration,1
340,Mobile Applications,1
340,Python,9
340,Unix,6
340,SaaS,6
340,Linux,6
340,MySQL,6
340,Git,6
340,Selenium,4
340,JavaScript,3
340,Tomcat,3
340,Subversion,3
340,Perl,3
340,REST,2
340,Software as a Service (SaaS),2
347,User Experience,12
347,User Interface Design,10
347,Interaction Design,8
347,Web Design,6
347,Usability Testing,4
347,Human Computer Interaction,3
347,User Experience Design,3
347,Information Architecture,2
347,User-centered Design,2
347,Wireframes,1
347,Usability,1
347,Logo Design,1
347,Web Development,1
347,Content Management,0
347,Adobe Creative Suite,6
347,Photoshop,3
347,OS X,2
347,Illustrator,2
347,Adobe Acrobat Pro,0
347,Leadership,0
347,User Research,2
347,Heuristic Evaluation,1
347,Axure RP Pro,0
347,OmniGraffle Pro,0
349,HTML,7
349,Java,6
349,Programming,5
349,Research,3
349,Software Development,2
349,Web Development,1
349,Microsoft Excel,4
349,CSS,3
349,Eclipse,3
349,Python,1
349,PHP,1
350,Social Media Consulting,9
350,Business Coaching,8
350,Digital Media,7
350,Social Media Marketing,11
350,Social Media,15
350,Facebook Marketing,11
350,Digital Marketing,10
350,Marketing Strategy,7
350,Marketing,11
350,Strategic Planning,9
350,Online Marketing,8
350,Entrepreneurship,13
350,Nonprofits,11
350,Non-profits,7
350,Branding,7
350,Event Planning,10
350,Writing,7
350,Research,8
350,Wellness,6
350,Facebook,6
350,Instagram,7
350,Coaching,7
350,Community Outreach,8
350,Leadership,6
350,Personal Development,10
350,Public Speaking,11
350,Customer Service,11
350,Management,9
350,Life Coaching,7
350,Social Media Coaching,7
350,Social Networking,14
350,Facebook Fan Page Strategies,7
350,Twitter Marketing,9
350,Personal Coaching,6
351,Penetration Testing,18
351,Vulnerability Assessment,15
351,Information Security,15
351,Security,11
351,Computer Security,3
351,Network Security,1
351,Security Audits,1
351,Application Security,14
351,Code Review,4
351,Web Application Security,3
351,Vulnerability Management,3
351,Security Research,2
351,Security Architecture Design,1
351,Reverse Engineering,1
351,Cryptography,0
354,Higher Education,10
354,Admissions,8
354,Nonprofits,2
354,Programming,0
354,CRM,0
354,Reporting & Analysis,0
354,Technical Training,0
354,Technical Support,0
354,Relational Databases,0
354,Staff Supervision,0
355,Software Development,7
355,XML,2
355,Java,1
355,Testing,1
355,Agile Methodologies,1
355,Algorithms,1
355,Databases,1
355,Leadership,0
356,Web Applications,4
356,Ruby on Rails,2
356,Ruby,1
356,Web Development,13
356,E-commerce,2
356,Test Driven Development,0
356,LAMP,1
356,MySQL,2
356,jQuery,1
356,JavaScript,6
356,SQL,3
356,Linux,4
356,Photoshop,1
356,Perl,3
356,HTML5,4
356,CSS,5
356,HTML,3
356,RSpec,0
358,Microsoft Excel,4
358,Microsoft Office,4
358,Windows,4
358,PowerPoint,3
358,Microsoft Word,1
358,Leadership,2
358,Public Speaking,1
358,Teaching,1
358,Customer Service,1
358,Community Outreach,1
358,English,1
360,Fundraising,31
360,Management,28
360,Community Outreach,20
360,Analysis,15
360,Strategic Planning,12
360,Research,10
360,Project Planning,7
360,Nonprofits,7
360,Public Policy,6
360,Budgets,5
360,Investments,5
360,Non-profits,4
360,Strategic Financial Planning,2
360,Distributed Systems,2
360,Finance,2
360,Enterprise Software,3
360,Public Speaking,12
360,Training,2
360,Networking,6
366,Classical,14
366,Music Theory,13
366,Music Education,12
366,Chamber Music,11
366,Music,5
366,Orchestral Music,2
366,Composition,2
366,Java,6
366,Eclipse,3
366,AngularJS,1
366,JavaScript,0
366,Oracle SQL Developer,0
366,Microsoft SQL Server,0
366,JSP,0
366,JSON,0
366,Teaching,8
369,Research,8
369,Nonprofits,7
369,Public Speaking,5
369,Litigation,3
369,Intellectual Property,2
369,Legal Research,2
369,Psychology,2
369,Learning Disabilities,2
369,Program Development,2
369,Public Relations,2
369,Editing,1
369,Event Planning,1
369,Art,1
369,Special Education,1
369,Mental Health,1
369,Grant Writing,1
369,Public Policy,1
369,Microsoft Office,1
369,Community Outreach,5
369,Adolescents,2
369,Fundraising,2
369,Customer Service,1
369,Career Counseling,1
369,Contract Negotiation,1
369,Mediation,1
369,Policy,2
372,Python,7
372,HTML + CSS,2
372,Django,2
372,Database Design,3
372,Digital Imaging,2
372,Photography,3
372,Film Editing,3
372,Web Development,3
372,Web Design,3
372,Video Editing,3
372,Software Development,4
372,Javascript,2
372,Photoshop,2
372,Java,4
372,PHP,4
372,SQL,7
372,Git,4
372,Final Cut Pro,3
372,CSS,5
372,MySQL,5
372,jQuery,3
372,Linux,4
372,HTML,6
372,DVD Studio Pro,3
372,Lua,3
375,Research,13
375,Java,9
375,Eclipse,7
375,Social Media,5
375,Algorithms,4
375,User Interface Design,3
375,Programming,3
375,Mathematics,3
375,Computer Science,2
375,Technology Integration,2
375,HTML,7
375,PowerPoint,5
375,CSS,5
375,Ruby on Rails,3
375,Git,3
375,Ruby,2
375,Microsoft Office,2
375,Windows,2
375,C#,2
375,Tortoise SVN,2
375,OS X,1
375,Microsoft PowerPoint,1
375,Teaching,5
375,Public Speaking,4
375,Teamwork,3
375,Tutoring,2
375,Interviews,1
375,Wikis,2
375,Article Writing,2
375,Salesforce.com Development,1
375,Lync,1
375,Nunit,1
375,Public,2
383,Dentistry,9
383,Cosmetic Dentistry,7
383,Invisalign,7
383,Restorative Dentistry,6
383,Aesthetics,6
383,Teeth Whitening,5
383,Veneers,4
383,Orthodontics,4
383,Prosthodontics,3
383,Dentures,2
384,Product Management,56
384,User Experience,44
384,SEO,17
384,Program Management,17
384,Agile Methodologies,13
384,Product Launch,9
384,Analytics,8
384,Product Lifecycle Management,7
384,Strategic Planning,6
384,Product Development,6
384,Start-ups,4
384,E-commerce,4
384,Mobile Applications,3
384,Usability Testing,1
384,User Interface Design,1
384,Agile,0
384,Retail,0
384,Ecommerce,0
384,Leadership,16
384,Cross-functional Team Leadership,9
384,APIs,1
384,Product Requirement Definition,0
384,API,0
384,A/B Testing,0
384,Omniture,0
385,Data Warehousing,14
385,Business Intelligence,13
385,Business Objects,13
385,Strategy,7
385,Pre-sales,6
385,Go-to-market Strategy,4
385,Big Data,4
385,Business Analytics,3
385,Solution Selling,2
385,Program Management,2
385,Analytics,1
385,Master Data Management,1
385,Sales Enablement,1
385,Enterprise Software,8
385,Databases,2
385,SAP,1
385,Dashboard,1
385,Business Intelligence Tools,1
386,New Media,31
386,Creative Direction,16
386,Social Media,22
386,Video Production,59
386,Digital Marketing,1
386,Digital Media,46
386,Social Media Marketing,5
386,Product Development,1
386,Product Design,1
386,Creative Writing,8
386,Blogging,13
386,Screenwriting,8
386,Product Management,1
386,User Interface Design,4
386,Interaction Design,4
386,Marketing,1
386,Project Management,1
386,Graphic Design,5
386,Animation,8
386,Art,6
386,Marketing Strategy,0
386,Photography,16
386,Digital Photography,5
386,Documentaries,20
386,Cinematography,5
386,Independent Film,3
386,Film,34
386,Film Production,23
386,Digital Video,8
386,Web Video,9
386,Videography,13
386,Video Editing,36
386,Video,65
386,Multimedia,60
386,Writing,1
386,Adobe Creative Suite,3
386,Microsoft Excel,0
386,Storytelling,20
386,Immersive Media,1
386,Virtual Reality,0
386,Producing,7
386,User Expereince Design,0
386,Creative Content Production,1
386,Creatve Strategist,1
386,Interactive Media Specialist,3
386,Prototyping,1
386,Product Managemnt,1
386,Frontend Development in iOS (iPhone/iPad apps),1
390,Mobile Computing,0
390,Distributed Systems,0
390,Home Energy,0
390,Computer Science,0
390,Algorithms,0
390,Software Engineering,0
390,Programming,0
390,Higher Education,0
390,Research,0
390,Python,0
390,Java,0
390,LaTeX,0
390,Computer Science Education,0
392,Healthcare,77
392,Hospitals,51
392,Leadership,40
392,Strategic Planning,29
392,Oncology,17
392,Clinical Research,16
392,Medicare,14
392,Program Management,13
392,Endocrinology,11
392,Marketing,10
392,Managed Care,9
392,Urology,5
392,Medicine,5
392,Event Planning,5
392,Diabetes,4
392,Cardiology,4
392,Nonprofits,4
392,Sales,4
392,Project Management,4
392,Pharmaceutical Sales,3
392,Program Development,3
392,Orthopedics,2
392,Strategy,2
392,Marketing Strategy,2
392,Business Development,2
392,Nonprofit Organizations,2
392,Healthcare Management,0
392,Learning Management,0
392,Event Management,0
392,Meeting Planning,0
392,Community Outreach,25
392,Physicians,19
392,Public Speaking,18
392,Management,16
392,Training,9
392,Customer Service,6
392,Fundraising,4
392,Team Building,3
392,Working with Physicians,2
392,Leadership Development,0
392,Classroom Instruction,0
392,Team Leadership,0
392,Client Liaison,0
392,Collaborative Problem Solving,0
392,Organization Skills,0
392,Diversity Training,0
392,Orthopedic,8
394,Project Management,18
394,Integration,13
394,Salesforce.com,12
394,Technical Support,2
394,Start-ups,6
394,Pre-sales,2
394,Customer Relations,2
394,Mobile Applications,1
394,Onboarding,0
394,Agile,0
394,SDLC,0
394,Project Coordination,0
394,Enterprise Software,7
394,SaaS,7
394,HTML,2
394,Joomla,0
394,JIRA,0
394,Management,9
394,Customer Service,5
394,Problem Solving,2
394,Leadership,3
394,Team Building,1
394,Networking,9
394,Product Demonstrations,1
394,Cross-functional Communication,0
394,New Business Development,0
394,Software Sales,0
395,HTML,49
395,Public Speaking,37
395,Python,1
395,Research,23
395,Web Development,10
395,Software Development,8
395,Computer Science,11
395,JavaScript,29
395,CSS,26
395,SQL,22
395,Ruby on Rails,22
395,Android,9
395,Ruby,16
395,Pro Tools,6
395,Git,14
395,PHP,15
395,JSON,14
395,AJAX,15
395,MongoDB,15
395,Databases,7
395,jQuery,6
395,Windows Server,1
395,Windows,8
395,Cascading Style Sheets (CSS),5
395,Microsoft Office,16
395,Active Directory,1
395,Leadership,33
395,Teaching,21
395,Community Outreach,18
395,Emotional Intelligence,3
395,Training,6
395,Final Cut Express,5
398,HTML,9
398,CSS,9
398,Bootstrap,9
398,Software Development,4
398,Node.js,1
398,React.js,6
398,Sequelize.js,0
398,JavaScript,8
398,Jquery,7
398,PostgreSQL,1
398,MySQL,8
398,Ruby on Rails,7
398,Git,8
398,Github,8
398,Java,8
398,Linux,1
398,SQL,4
398,Ruby,1
398,Microsoft Office,0
398,HTML5,1
398,Express.js,1
398,Heroku,6
398,Jasmine,1
403,Change Management,25
403,Organizational Development,61
403,Leadership Development,35
403,Program Management,54
403,Consulting,24
403,Performance Management,23
403,Strategy,17
403,E-Learning,15
403,Project Management,15
403,Strategic Planning,12
403,Instructional Design,9
403,Succession Planning,9
403,Management Consulting,9
403,Process Improvement,8
403,Human Resources,6
403,Start-ups,5
403,Entrepreneurship,4
403,Recruiting,3
403,Onboarding,2
403,Vendor Management,2
403,Blended Learning,2
403,Business Process Improvement,2
403,Acquisition Integration,0
403,Executive Coaching,4
403,Training,53
403,Leadership,51
403,Management,40
403,Coaching,24
403,Cross-functional Team Leadership,24
403,Organizational Effectiveness,18
403,Talent Management,15
403,Team Building,14
403,Staff Development,10
403,Employee Engagement,10
403,Employee Training,6
403,Team Leadership,4
403,Personnel Management,3
403,Training Delivery,2
403,Employee Relations,2
403,Mentoring,1
403,Culture Change,0
403,Organization Development,0
403,Public Speaking,0
403,Workshop Facilitation,5
403,Talent Acquisition,3
403,Measurement Methodology,0
406,Leadership,1
406,DevOps,5
406,Reliability Engineering,0
406,Agile Methodologies,36
406,E-commerce,34
406,SDLC,32
406,Scrum,17
406,Web Applications,11
406,Cloud Computing,11
406,Software Development Life Cycle (SDLC),10
406,System Deployment,9
406,Software Development,7
406,Software Documentation,6
406,Web Services,6
406,Testing,6
406,Troubleshooting,5
406,Technical Recruiting,2
406,Vendor Management,2
406,Systems Engineering,1
406,Infrastructure,1
406,Solution Architecture,1
406,Enterprise Architecture,1
406,Integration,0
406,Continuous Integration,0
406,Architecture,0
406,Scalability,0
406,Java,44
406,Tomcat,37
406,JBoss Application Server,11
406,Linux,6
406,WebSphere,5
406,Oracle,3
406,Unix,3
406,Ruby,2
406,VMware,2
406,SQL,1
406,Servers,1
406,JavaScript,1
406,Jenkins,1
406,Amazon Web Services (AWS),0
406,Team Leadership,4
406,Management,4
406,Chef,3
406,Software Configuration Management,2
406,Networking,2
406,Software Deployment,1
406,Continuous Delivery,0
406,Puppet,0
406,Build and Release Engineering,0
409,Unix,78
409,Linux,66
409,Solaris,65
409,Disaster Recovery,33
409,High Availability,25
409,Software Development,22
409,System Administration,17
409,Troubleshooting,17
409,Cloud Computing,15
409,Security,13
409,Infrastructure,12
409,VPN,12
409,Technical Support,11
409,Information Security,8
409,Virtualization,6
409,Shell Scripting,6
409,Data Center,6
409,TCP/IP,4
409,Network Administration,4
409,Software Installation,4
409,Network Security,3
409,Web Applications,2
409,DNS,2
409,System Architecture,2
409,Performance Tuning,2
409,Red Hat Linux,43
409,Servers,38
409,Operating Systems,36
409,Ubuntu,22
409,Enterprise Software,21
409,Oracle,21
409,Open Source,18
409,Hardware,14
409,AIX,13
409,Bash,13
409,Perl,9
409,Apache,5
409,VMware,4
409,MySQL,4
409,SQL,4
409,OS X,3
409,CentOS,3
409,Databases,3
409,Mac OS X,2
409,VMware ESX,2
409,Debian,1
409,Windows Server,1
409,HP-UX,5
409,Networking,1
409,Unix Shell Scripting,2
421,Human Computer Interaction,21
421,User Research,16
421,User Experience Design,8
421,User Experience,25
421,Information Architecture,16
421,Interaction Design,15
421,User Interface Design,13
421,User-centered Design,12
421,Mobile Applications,11
421,Usability Testing,9
421,User Interface,6
421,Usability,6
421,Web Development,5
421,Algorithms,3
421,Wireframes,3
421,Mobile Devices,2
421,Rapid Prototyping,2
421,Agile Methodologies,2
421,Front-end Development,0
421,JavaScript,4
421,jQuery,3
421,CSS,3
421,AngularJS,1
421,WordPress,0
421,Usability Engineering,16
421,Contextual Inquiry,6
421,User Scenarios,6
421,Heuristic Evaluation,4
421,Persona,3
421,Paper Prototyping,3
421,OmniGraffle,3
421,Card Sorting,1
421,Task Analysis,1
421,Visual Design,1
421,Ethnography,1
421,Information Visualization,1
421,Information Design,1
421,Mockups,1
421,Mobile Design,1
421,Front-end Design,1
421,Wire Framing,4
421,Front-end,2
423,User Experience,18
423,CSS,12
423,JavaScript,9
423,Interaction Design,9
423,User Interface Design,9
423,Web Development,8
423,Editing,5
423,Human Computer Interaction,4
423,Computer Science,3
423,Web Applications,3
423,Mobile Applications,1
423,Creative Writing,1
423,Web Design,1
423,HTML 5,4
423,HTML,3
423,Perl,1
423,HTML5,1
423,Pilates,1
424,Agile Methodologies,93
424,Scrum,67
424,Software Development,34
424,Project Management,28
424,E-commerce,25
424,Product Management,22
424,Mobile Applications,19
424,User Experience,17
424,Software Project Management,17
424,Mobile Devices,10
424,Start-ups,9
424,Agile Project Management,9
424,Cloud Computing,7
424,Web Applications,7
424,CRM,6
424,Web Project Management,5
424,SEO,5
424,Management Consulting,4
424,Information Architecture,4
424,Information Management,4
424,Entrepreneurship,4
424,Business Analysis,4
424,Quality Assurance,4
424,Change Management,4
424,SDLC,4
424,Account Management,3
424,Business Intelligence,3
424,Content Management,3
424,Software Documentation,2
424,Social Media Marketing,1
424,SaaS,11
424,Enterprise Software,7
424,SharePoint,4
424,JIRA,4
424,Ruby on Rails,3
424,CSS,2
424,MySQL,2
424,PHP,2
424,Ruby,2
424,Java,2
424,HTML,1
424,Android,1
424,WordPress,1
424,Jira Administration,1
424,Management,22
424,Team Leadership,15
424,Cross-functional Team Leadership,14
424,Leadership,5
424,Training,3
424,Certified Scrum Master CSM,7
425,Higher Education,8
425,Educational Technology,8
425,Curriculum Design,5
425,Instructional Design,5
425,E-Learning,4
425,Curriculum Development,3
425,Editing,2
425,Nonprofits,1
425,Research,1
425,Social Media,1
425,Public Speaking,2
425,Teaching,2
425,Community Outreach,1
425,Leadership,1
428,Web Design,46
428,Graphic Design,33
428,User Interface Design,27
428,Logo Design,22
428,User Experience,17
428,Strategy,10
428,Art Direction,7
428,User Interface,7
428,Marketing Communications,6
428,Corporate Identity,6
428,Newsletters,5
428,Multimedia,5
428,Brochures,4
428,Information Architecture,3
428,Publishing,3
428,Video,3
428,Interaction Design,2
428,Branding & Identity,2
428,Experience Design,2
428,Brand Development,1
428,User Experience Design,1
428,Creative Strategy,1
428,User-centered Design,1
428,Graphics,1
428,Adobe Creative Suite,5
428,Leadership,5
428,Visual Communication,1
428,Information Design,6
428,Collateral,1
428,Creative Direction,9
434,JavaScript,13
434,CSS,20
434,HTML,3
434,Illustration,4
434,Software Engineering,4
434,Mobile Applications,3
434,Web Applications,1
434,Agile Methodologies,1
434,Software Development,1
434,Java,5
434,Ruby on Rails,1
434,Leadership,2
435,Research,14
435,Customer Service,5
435,Data Analysis,7
435,Editing,6
435,Web Development,1
435,Program Development,1
435,Database Design,0
435,Data Management,0
435,Database Administration,0
435,Machine Learning,1
435,Automation,1
435,Online Research,4
435,Programming,2
435,Analytical Skills,1
435,Test Automation,2
435,OS X,4
435,WordPress,5
435,HTML,4
435,CSS,3
435,Windows,1
435,Java,3
435,Git,2
435,Python,3
435,SQL,1
435,PHP,0
435,Eclipse,1
435,Photoshop,1
435,Xcode,0
435,Selenium,1
435,Interpersonal Skill,1
435,Tutoring,1
435,Problem Solving,0
435,Teaching,2
435,Public Speaking,2
435,Work Independently with Minimal Supervision,1
435,Oral & Written Communication Skills,1
435,"Mastery of Microsoft Office programs (Word, Excel, PowerPoint)",0
435,Filezilla,0
435,Arch Linux,0
435,Database Systems,0
435,Managing Accounts,0
435,Data Integrity,0
435,Goldmine,0
435,Managing Database,0
435,Google App Engine,0
435,Academic Libraries,2
435,NICE,1
441,Research,4
441,Higher Education,3
441,Community Outreach,1
441,Editing,1
441,Social Media,1
441,Program Development,1
441,Nonprofits,0
441,Event Planning,0
441,Public Speaking,1
441,Teaching,0
441,Leadership,0
443,Java,4
443,JavaScript,3
443,XML,1
443,Agile,0
443,Unix,1
443,HP Quality Center,0
443,HP QuickTest Professional,0
443,HP Unified Functional Testing,0
443,soapUI,0
443,SQL,0
443,Windows,0
443,Linux,0
443,HP Load Runner,0
443,Selenium Suite,0
446,Computer Science,19
446,Software Development,18
446,C#,7
446,Test Automation,1
446,Software Engineering,8
446,Programming,4
446,Testing,5
446,Research,5
446,Editing,2
446,Higher Education,0
446,Java,13
446,Git,1
446,Visual Studio,3
446,Spring Framework,0
446,Eclipse,5
446,C++,15
446,SQL,3
446,HTML,2
446,XML,1
446,LaTeX,5
446,JIRA,0
446,Teaching,3
446,Public Speaking,2
446,Customer Service,1
446,Emotional Intelligence,1
446,IntelliJ IDEA,0
446,COSMOS,0
446,Processing,0
446,SugarCRM,0
447,Java,1
447,Ruby,0
447,MongoDB,0
447,Microsoft Office,0
447,Eclipse,0
447,MySQL,0
452,Photoshop,9
452,Microsoft Office,9
452,Office Administration,7
452,Invoicing,7
452,Editing,4
452,Programming,3
452,Nonprofits,3
452,Social Media,3
452,Event Planning,3
452,Research,3
452,Purchasing,2
452,Travel Arrangements,2
452,Photography,2
452,Program Development,2
452,Data Management,1
452,Technical Support,1
452,Creative Writing,1
452,Higher Education,1
452,Nonprofit Organizations,1
452,Object-Oriented Programming (OOP),0
452,Object Oriented Design,0
452,Network Architecture,0
452,Mac,4
452,java,4
452,Python,3
452,Adobe Creative Suite,2
452,Final Cut Pro,2
452,Java,2
452,Outlook,1
452,C++,0
452,JavaScript,0
452,Node.js,0
452,Databases,0
452,Linux,0
452,Acting,4
452,Public Speaking,4
452,Training,2
452,Management,1
452,Home Theater,4
452,Expense Reports,2
452,Version Control,0
452,General Awesomeness,6
452,PC,1
452,Staff Management,1
452,Social Networking,1
452,Reports,0
453,Subversion,17
453,Perl,15
453,Continuous Integration,13
453,Scalability,3
453,Agile Methodologies,1
453,Git,6
453,Jenkins,5
453,Ant,5
453,Maven,3
453,Open Source,2
453,Linux,2
453,Solaris,2
453,ClearCase,1
453,Java,1
453,CVS,12
453,Hudson,5
453,Release Engineering,4
453,Perforce,3
453,GNU Make,1
453,Bourne Shell,0
454,Investments,7
454,Trading,6
454,Equities,5
454,Portfolio Management,1
454,Fixed Income,1
454,Financial Markets,1
454,Derivatives,0
454,Equity Trading,0
454,Hedge Funds,0
454,Capital Markets,0
454,Bloomberg,1
454,Feng Shui,1
455,Agile Methodologies,19
455,Distributed Systems,13
455,Cross-functional Team Leadership,2
455,Software Development,9
455,Software Engineering,5
455,Scalability,3
455,Design Patterns,2
455,Unit Testing,2
455,Cloud Computing,2
455,Requirements Analysis,2
455,Project Management,2
455,Test Driven Development,1
455,Testing,1
455,Software Project Management,1
455,Software Development Life Cycle (SDLC),1
455,Machine Learning,0
455,Image Processing,0
455,Computer Vision,0
455,Smart Grid,0
455,Scrum,0
455,Java Enterprise Edition,11
455,Java,8
455,JDBC,6
455,Hibernate,5
455,JSP,3
455,Unix,2
455,Linux,2
455,Software as a Service (SaaS),2
455,Struts,1
455,SaaS,1
455,Management,2
455,Team Management,2
455,Client/server,2
455,Enterprise Integration,1
455,LDAP,1
455,Continuous Delivery,0
455,Platform Development,0
455,Scalable Architecture,0
455,Scalability Testing,0
455,Smart Cities,0
455,Software Architecture,0
455,Internet of Things,0
457,Program Management,83
457,Cross-functional Team Leadership,54
457,Management,42
457,Process Improvement,41
457,Change Management,31
457,Project Management,27
457,Vendor Management,27
457,Analysis,20
457,Business Process Improvement,17
457,Software Documentation,12
457,Business Analysis,12
457,CRM,9
457,SDLC,8
457,Integration,7
457,Data Center,6
457,Security,5
457,Operations Management,4
457,Supply Chain Management,4
457,Business Process,4
457,Requirements Analysis,4
457,Business Intelligence,3
457,IT Strategy,3
457,Data Analysis,2
457,Forecasting,2
457,ERP,2
457,Software Project Management,2
457,Quality Assurance,2
457,Process Engineering,2
457,ITIL,2
457,PMP,1
457,System Administration,1
457,Project Planning,1
457,Mergers & Acquisitions,1
457,Systems Analysis,1
457,PMO,1
457,IT Management,1
457,Supply Chain,1
457,Enterprise Software,8
457,Visio,3
457,MS Project,2
457,SAP,2
457,Databases,1
457,SharePoint,1
457,Oracle,1
457,Leadership,13
457,Team Building,5
457,Training,4
457,Team Leadership,2
457,Negotiation,1
457,Team Builiding,0
459,PMP,27
459,Agile Methodologies,16
459,SDLC,14
459,PMO,13
459,Project Management,13
459,Program Management,11
459,Business Analysis,10
459,ITIL,7
459,Vendor Management,7
459,Software Development,6
459,Software Project Management,5
459,Change Management,5
459,Integration,5
459,Project Portfolio Management,4
459,Project Planning,2
459,Agile Project Management,2
459,Software Development Life Cycle (SDLC),2
459,Process Improvement,1
459,Project Execution,1
459,Software Documentation,1
459,Enterprise Architecture,1
459,Project Management Office (PMO),1
459,Product Life Cycle Management,0
459,Release Management,0
459,Project Delivery,0
459,Resource Management,0
459,Kanban,0
459,Risk Management,0
459,Scrum,0
459,Enterprise Software,4
459,SaaS,3
459,MS Project,1
459,Visio,0
459,Cross-functional Team Leadership,4
459,PMI,0
460,Enterprise Software,20
460,SaaS,11
460,Instructional Design,11
460,Software Development,10
460,Cloud Computing,9
460,Agile Methodologies,8
460,Enterprise Architecture,6
460,SOA,5
460,Distributed Systems,5
460,Software Engineering,4
460,Curriculum Design,3
460,Scrum,2
460,Java,7
460,Java Enterprise Edition,4
460,XML,3
460,Unix,3
460,Curriculum Innovation,4
463,Java,4
463,Front-end Development,0
463,Spring Framework,2
463,Web Applications,3
463,User Interface,0
463,User Experience,1
463,Continuous Integration,1
463,Content Development,1
463,SQL,3
463,HTML,3
463,JSP,0
463,Spring MVC,0
463,Bootstrap,0
463,JDBC,0
463,Oracle Database,0
463,PL/SQL,0
463,Spring Boot,0
463,JSON,0
463,Maven,1
463,Eclipse,2
463,Subversion,3
463,Git,2
463,Jenkins,0
463,JavaScript,6
463,Oracle,1
463,CSS,5
463,JIRA,1
463,jQuery,2
463,Databases,1
463,JavaServer Pages (JSP),1
463,Spring Webflow,0
463,STS,0
463,ORM Tools,0
464,Microsoft Office,3
464,Strategic Planning,3
464,Teaching,3
464,Research,2
464,Change Management,2
464,Business Strategy,2
464,Project Management,2
464,Marketing Strategy,1
464,Nonprofits,1
464,Sales Management,1
464,Business Development,1
464,Management Consulting,1
464,Microsoft Excel,2
464,HTML,1
464,PowerPoint,1
464,Windows,1
464,Outlook,1
464,Microsoft Word,1
464,Educational Leadership,3
464,Negotiation,2
464,Management,2
464,Customer Service,2
464,Public Speaking,2
464,English,1
464,New Business Development,4
465,User Experience,56
465,Product Management,35
465,Mobile Devices,27
465,Mobile Applications,26
465,Information Architecture,18
465,Web Analytics,9
465,Web Applications,9
465,SEO,7
465,Email Marketing,6
465,Agile Project Management,6
465,Mobile Marketing,6
465,Web Services,3
465,PPC,3
465,Digital Media,3
465,Enterprise Software,7
465,SaaS,6
465,JavaScript,4
465,Product Strategy,5
469,Editing,14
469,Entrepreneurship,10
469,Start-ups,5
469,Customer Service,3
471,Compensation & Benefits,2
471,Internal Resourcing,1
471,Deferred Compensation,1
471,Spreadsheets,0
471,HRIS,1
471,Compensation,0
471,compensation surveys,0
471,Radford,0
473,Software Development,12
473,JavaScript,11
473,Java,10
473,Requirements Analysis,10
473,Technical Writing,5
473,E-Learning,4
473,Software Engineering,3
473,Agile Methodologies,2
473,Scrum,1
473,E-learning,0
473,AJAX,5
473,XML,5
473,Unix,5
473,JSP,4
473,HTML,3
473,CSS,3
473,C++,3
473,XSLT,2
473,Subversion,2
473,Ant,2
473,Microsoft SQL Server,2
473,Tomcat,1
473,JBoss Application Server,1
473,XSL,3
473,AICC,1
473,SCORM,1
477,Databases,47
477,Agile Methodologies,28
477,Oracle,27
477,Cloud Computing,19
477,Software Development,18
477,Software Engineering,14
477,Distributed Systems,12
477,Scalability,10
477,Database Design,9
477,Performance Tuning,6
477,Web Services,4
477,ETL,3
477,SOA,2
477,Scrum,2
477,Service-Oriented Architecture (SOA),1
477,"Extract, Transform, Load (ETL)",1
477,High Availability,0
477,Java,10
477,SaaS,9
477,Operating Systems,6
477,Enterprise Software,5
477,Unix,5
477,Perl,5
477,Java Enterprise Edition,3
477,Software as a Service (SaaS),2
478,Analysis,13
478,Data Analysis,9
478,Project Management,8
478,Forecasting,7
478,Financial Analysis,4
478,Financial Modeling,4
478,Marketing Strategy,4
478,Budgets,3
478,Business Intelligence,2
478,Strategic Planning,2
478,Six Sigma,1
478,Vendor Management,1
478,Finance,1
478,Salesforce.com,3
478,Management,8
478,Leadership,6
478,Training,1
480,Perl,6
480,Python,5
480,Java,4
480,Unix,3
480,MySQL,2
480,Oracle,2
480,PL/SQL,2
480,Android,2
480,Linux,2
480,C#,1
480,PHP,1
480,T-SQL,1
480,C,1
480,SQL Server,0
480,Windows,0
481,Content Management,8
481,Digital Media,8
481,Publishing,7
481,Online Publishing,7
481,Art,5
481,Publications,4
481,Project Management,4
481,Ebooks,4
481,Copywriting,3
481,Content Development,3
481,Digital Photography,2
481,Photography,2
481,Fine Art,0
481,Fine Art Photography,0
481,Project Coordination,0
481,Translation,0
481,3D Printing,0
481,Digital Printing,0
481,Marketing Communications,0
481,Graphics,0
481,Graphic Design,0
481,Adobe Creative Suite,6
481,Adobe Acrobat,4
481,HTML,1
481,CSS,1
481,Java,1
481,JavaScript,1
481,QuarkXPress,0
481,Publishing Technology,2
481,Film Photography,0
481,Ceramic,0
481,Mobi,0
481,ePub,0
481,Nook,0
481,Amazon Kindle,0
481,Self Publishing,0
481,Rights Management,0
481,Book Sales,0
481,Photographic Printing,0
481,Color Printing,0
481,Book Packaging,0
481,Foreign Rights,0
481,Digital Archiving,0
481,Chicago Manual,0
